2026-09-18T15:59:06.581598Z	info	inpod::statemanager	pod received, starting proxy	uid="56160662-5827-40ab-8b73-ff89c5ac3476" name="auth-sim-ambient-d495ff57-x6k54" namespace="capacity-cascade-l11-ambient"
2026-09-18T15:59:18.484374Z	info	access	connection complete	src.addr=10.42.0.14:59344 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="250ms"
2026-09-18T15:59:18.534696Z	info	access	connection complete	src.addr=10.42.0.14:59346 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="250ms"
2026-09-18T15:59:18.585175Z	info	access	connection complete	src.addr=10.42.0.14:59352 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="251ms"
2026-09-18T15:59:18.635753Z	info	access	connection complete	src.addr=10.42.0.14:59364 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="251ms"
2026-09-18T15:59:18.684315Z	info	access	connection complete	src.addr=10.42.0.14:59374 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="250ms"
2026-09-18T15:59:18.735082Z	info	access	connection complete	src.addr=10.42.0.14:59384 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="251ms"
2026-09-18T15:59:18.784950Z	info	access	connection complete	src.addr=10.42.0.14:59388 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="250ms"
2026-09-18T15:59:18.835649Z	info	access	connection complete	src.addr=10.42.0.14:59396 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="251ms"
2026-09-18T15:59:18.885573Z	info	access	connection complete	src.addr=10.42.0.14:59402 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="251ms"
2026-09-18T15:59:18.934579Z	info	access	connection complete	src.addr=10.42.0.14:59406 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="251ms"
2026-09-18T15:59:18.985853Z	info	access	connection complete	src.addr=10.42.0.14:59416 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="251ms"
2026-09-18T15:59:19.035031Z	info	access	connection complete	src.addr=10.42.0.14:59424 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="250ms"
2026-09-18T15:59:19.085311Z	info	access	connection complete	src.addr=10.42.0.14:59440 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="251ms"
2026-09-18T15:59:19.134743Z	info	access	connection complete	src.addr=10.42.0.14:59456 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="251ms"
2026-09-18T15:59:19.186065Z	info	access	connection complete	src.addr=10.42.0.14:59458 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="251ms"
2026-09-18T15:59:19.235481Z	info	access	connection complete	src.addr=10.42.0.14:59468 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="251ms"
2026-09-18T15:59:19.284598Z	info	access	connection complete	src.addr=10.42.0.14:59484 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="251ms"
2026-09-18T15:59:19.334821Z	info	access	connection complete	src.addr=10.42.0.14:59496 src.workload="l11-k6-ambient-ztunnel-5zf5k" src.namespace="capacity-cascade-l11-load" dst.addr=10.42.0.12:8080 dst.service="auth-sim-ambient.capacity-cascade-l11-ambient.svc.cluster.local" dst.workload="auth-sim-ambient-d495ff57-x6k54" dst.namespace="capacity-cascade-l11-ambient" direction="inbound" bytes_sent=322 bytes_recv=275 duration="251ms"
